pasta,cod,descr,qtdCx,venda
3,2899,Produto BX,12,88
3,2900,Produto BY,6,77
3,2901,Produto BZ,24,60
3,2902,Produto CA,12,320
3,2903,Produto CB,48,15
3,2904,Produto CC,12,48
3,2905,Produto CD,6,99
3,2906,Produto CE,24,650
3,2907,Produto CF,12,72
3,2908,Produto CG,48,50
3,2909,Produto CH,12,10
3,2910,Produto CI,6,8
3,2911,Produto CJ,24,9
3,2912,Produto CK,12,12
4,2913,Produto CL,48,24
4,2914,Produto CM,12,36
4,2915,Produto CN,6,48
4,2916,Produto CO,24,99
4,2917,Produto CP,12,50
4,2918,Produto CQ,48,100
4,2919,Produto CR,12,150
4,2920,Produto CS,6,111
4,2921,Produto CT,24,223
4,2922,Produto CU,12,333
4,2923,Produto CV,48,665
4,2924,Produto A,12,540
4,2925,Produto B,24,200
4,2926,Produto C,6,250
4,2927,Produto D,48,35
4,2928,Produto E,12,65
4,2929,Produto F,24,88
4,2930,Produto G,6,99
4,2931,Produto H,12,105
4,2932,Produto I,24,150
4,2933,Produto J,48,250
4,2934,Produto K,12,42
4,2935,Produto L,6,56
4,2936,Produto M,24,99
4,2937,Produto N,12,88
4,2938,Produto O,48,77
4,2939,Produto P,12,60
4,2940,Produto Q,6,320
4,2941,Produto R,24,15
4,2942,Produto S,12,48
4,2943,Produto T,48,99
4,2944,Produto U,12,650
4,2945,Produto V,6,72
4,2946,Produto W,24,50
4,2947,Produto X,12,10
4,2948,Produto Y,48,8
4,2949,Produto Z,12,9
4,2950,Produto AA,6,12
1,2951,Produto AB,24,24
1,2952,Produto AC,12,36
1,2953,Produto AD,48,48
1,2954,Produto AE,12,99
1,2955,Produto AF,6,50
1,2956,Produto AG,24,100
1,2957,Produto AH,12,150
1,2958,Produto AI,48,111
1,2959,Produto AJ,12,223
1,2960,Produto AK,6,333
1,2961,Produto AL,24,665
1,2962,Produto AM,12,540
1,2963,Produto AN,48,200
1,2964,Produto AO,12,250
1,2965,Produto AP,6,35
1,2966,Produto AQ,24,65
1,2967,Produto AR,12,88
1,2968,Produto AS,48,99
1,2969,Produto AT,12,105
1,2970,Produto AU,6,150
2,2971,Produto AV,24,250
2,2972,Produto AW,12,42
2,2973,Produto AX,48,56
2,2974,Produto AY,12,99
2,2975,Produto AZ,6,88
2,2976,Produto BA,24,77
2,2977,Produto BB,12,60
2,2978,Produto BC,48,320
2,2979,Produto BD,12,15
2,2980,Produto BE,6,48
2,2981,Produto BF,24,99
2,2982,Produto BG,12,650
2,2983,Produto BH,48,72
2,2984,Produto BI,12,50
2,2985,Produto BJ,6,10
2,2986,Produto BK,24,8
2,2987,Produto BL,12,9
2,2988,Produto BM,48,12
2,2989,Produto BN,12,24
2,2990,Produto BO,6,36
2,2991,Produto BP,24,48
2,2992,Produto BQ,12,99
2,2993,Produto BR,48,50
3,2994,Produto BS,12,100
3,2995,Produto BT,6,150
3,2996,Produto BU,24,111
3,2997,Produto BV,12,223
3,2998,Produto BW,48,333
3,2999,Produto BX,12,665
3,3000,Produto BY,6,540
3,3001,Produto BZ,24,200
3,3002,Produto CA,12,250
3,3003,Produto CB,48,35
3,3004,Produto CC,12,65
3,3005,Produto CD,6,88
3,3006,Produto CE,24,99
3,3007,Produto CF,12,105
3,3008,Produto CG,48,150
3,3009,Produto CH,12,250
3,3010,Produto CI,6,42
3,3011,Produto CJ,24,56
3,3012,Produto CK,12,99
3,3013,Produto CL,48,88
3,3014,Produto CM,12,77
3,3015,Produto CN,6,60
3,3016,Produto CO,24,320
3,3017,Produto CP,12,15
3,3018,Produto CQ,48,48
3,3019,Produto CR,12,99
3,3020,Produto CS,6,650
3,3021,Produto CT,24,72
3,3022,Produto CU,12,50
3,3023,Produto CV,48,10
3,3024,Produto CH,12,8
3,3025,Produto CI,6,9
3,3026,Produto CJ,24,12
3,3027,Produto CK,12,24
3,3028,Produto CL,48,36
3,3029,Produto CM,12,48
3,3030,Produto CN,6,99
4,3031,Produto CO,24,50
4,3032,Produto CP,12,100
4,3033,Produto CQ,48,150
4,3034,Produto CR,12,111
4,3035,Produto CS,6,223
4,3036,Produto CT,24,333
4,3037,Produto CU,12,665
4,3038,Produto CV,48,540
4,3039,Produto AH,12,200
4,3040,Produto AI,48,250
4,3041,Produto AJ,12,35
4,3042,Produto AK,6,65
4,3043,Produto AL,24,88
4,3044,Produto AM,12,99
4,3045,Produto AN,48,105
4,3046,Produto AO,12,150
4,3047,Produto AP,6,250
4,3048,Produto AQ,24,42
4,3049,Produto AR,12,56
4,3050,Produto AS,48,99
4,3051,Produto AT,12,88
4,3052,Produto AU,6,77
4,3053,Produto AV,24,60
4,3054,Produto AW,12,320
4,3055,Produto AX,48,15
4,3056,Produto AY,12,48
4,3057,Produto AZ,6,99
4,3058,Produto BA,24,650
4,3059,Produto BB,12,72
4,3060,Produto BC,48,50
4,3061,Produto A,12,10
4,3062,Produto B,24,8
4,3063,Produto C,6,9
4,3064,Produto D,48,12
4,3065,Produto E,12,24
4,3066,Produto F,24,36
4,3067,Produto G,6,48
4,3068,Produto H,12,99
1,3069,Produto I,24,50
1,3070,Produto J,48,100
1,3071,Produto K,12,150
1,3072,Produto L,6,111
1,3073,Produto M,24,223
1,3074,Produto N,12,333
1,3075,Produto O,48,665
1,3076,Produto P,12,540
1,3077,Produto Q,6,200
1,3078,Produto R,24,250
1,3079,Produto S,12,35
1,3080,Produto T,48,65
1,3081,Produto U,12,88
1,3082,Produto V,6,99
1,3083,Produto W,24,105
1,3084,Produto X,12,150
1,3085,Produto Y,48,250
1,3086,Produto Z,12,42
1,3087,Produto AA,6,56
1,3088,Produto AB,24,99
2,3089,Produto AC,12,88
2,3090,Produto AD,48,77
2,3091,Produto AE,12,60
2,3092,Produto AF,6,320
2,3093,Produto AG,24,15
2,3094,Produto AH,12,48
2,3095,Produto AI,48,99
2,3096,Produto AJ,12,650
2,3097,Produto AK,6,72
2,3098,Produto AL,24,50
2,3099,Produto AM,12,10
2,3100,Produto AN,48,8
2,3101,Produto AO,12,9
2,3102,Produto AP,6,12
2,3103,Produto AQ,24,24
2,3104,Produto AR,12,36
2,3105,Produto AS,48,48
2,3106,Produto AT,12,99
2,3107,Produto AU,6,50
2,3108,Produto AV,24,100
2,3109,Produto AW,12,150
2,3110,Produto AX,48,111
2,3111,Produto AY,12,223
3,3112,Produto AZ,6,333
3,3113,Produto BA,24,665
3,3114,Produto BB,12,540
3,3115,Produto BC,48,200
3,3116,Produto BD,12,250
3,3117,Produto BE,6,35
3,3118,Produto BF,24,65
3,3119,Produto BG,12,88
3,3120,Produto BH,48,99
3,3121,Produto BI,12,105
3,3122,Produto BJ,6,150
3,3123,Produto BK,24,250
3,3124,Produto BL,12,42
3,3125,Produto BM,48,56
3,3126,Produto BN,12,99
3,3127,Produto BO,6,88
3,3128,Produto BP,24,77
3,3129,Produto BQ,12,60
3,3130,Produto BR,48,320
3,3131,Produto BS,12,15
3,3132,Produto BT,6,48
3,3133,Produto BU,24,99
3,3134,Produto BV,12,650
3,3135,Produto BW,48,72
3,3136,Produto BX,12,50
3,3137,Produto BY,6,10
3,3138,Produto BZ,24,8
3,3139,Produto CA,12,9
3,3140,Produto CB,48,12
3,3141,Produto CC,12,24
3,3142,Produto CD,6,36
3,3143,Produto CE,24,48
3,3144,Produto CF,12,99
3,3145,Produto CG,48,50
3,3146,Produto CH,12,100
3,3147,Produto CI,6,150
3,3148,Produto CJ,24,111
4,3149,Produto CK,12,223
4,3150,Produto CL,48,333
4,3151,Produto CM,12,665
4,3152,Produto CN,6,540
4,3153,Produto CO,24,200
4,3154,Produto CP,12,250
4,3155,Produto CQ,48,35
4,3156,Produto CR,12,65
4,3157,Produto CS,6,88
4,3158,Produto CT,24,99
4,3159,Produto CU,12,105
4,3160,Produto CV,48,150
4,3161,Produto A,12,250
4,3162,Produto B,24,42
4,3163,Produto C,6,56
4,3164,Produto D,48,99
4,3165,Produto E,12,88
4,3166,Produto F,24,77
4,3167,Produto G,6,60
4,3168,Produto H,12,320
4,3169,Produto I,24,15
4,3170,Produto J,48,48
4,3171,Produto K,12,99
4,3172,Produto L,6,650
4,3173,Produto M,24,72
4,3174,Produto N,12,50
4,3175,Produto O,48,10
4,3176,Produto P,12,8
4,3177,Produto Q,6,9
4,3178,Produto R,24,12
4,3179,Produto S,12,24
4,3180,Produto T,48,36
4,3181,Produto U,12,48
4,3182,Produto V,6,99
4,3183,Produto W,24,50
4,3184,Produto X,12,100
4,3185,Produto Y,48,150
4,3186,Produto Z,12,111
1,3187,Produto AA,6,223
1,3188,Produto AB,24,333
1,3189,Produto AC,12,665
1,3190,Produto AD,48,540
1,3191,Produto AE,12,200
1,3192,Produto AF,6,250
1,3193,Produto AG,24,35
1,3194,Produto AH,12,65
1,3195,Produto AI,48,88
1,3196,Produto AJ,12,99
1,3197,Produto AK,6,105
1,3198,Produto AL,24,150
1,3199,Produto AM,12,250
1,3200,Produto AN,48,42
1,3201,Produto AO,12,56
1,3202,Produto AP,6,99
1,3203,Produto AQ,24,88
1,3204,Produto AR,12,77
1,3205,Produto AS,48,60
1,3206,Produto AT,12,320
2,3207,Produto AU,6,15
2,3208,Produto AV,24,48
2,3209,Produto AW,12,99
2,3210,Produto AX,48,650
2,3211,Produto AY,12,72
2,3212,Produto AZ,6,50
2,3213,Produto BA,24,10
2,3214,Produto BB,12,8
2,3215,Produto BC,48,9
2,3216,Produto BD,12,12
2,3217,Produto BE,6,24
2,3218,Produto BF,24,36
2,3219,Produto BG,12,48
2,3220,Produto BH,48,99
2,3221,Produto BI,12,50
2,3222,Produto BJ,6,100
2,3223,Produto BK,24,150
2,3224,Produto BL,12,111
2,3225,Produto BM,48,223
2,3226,Produto BN,12,333
2,3227,Produto BO,6,665
2,3228,Produto BP,24,540
2,3229,Produto BQ,12,200
3,3230,Produto BR,48,250
3,3231,Produto BS,12,35
3,3232,Produto BT,6,65
3,3233,Produto BU,24,88
3,3234,Produto BV,12,99
3,3235,Produto BW,48,105
3,3236,Produto BX,12,150
3,3237,Produto BY,6,250
3,3238,Produto BZ,24,42
3,3239,Produto CA,12,56
3,3240,Produto CB,48,99
3,3241,Produto CC,12,88
3,3242,Produto CD,6,77
3,3243,Produto CE,24,60
3,3244,Produto CF,12,320
3,3245,Produto CG,48,15
3,3246,Produto CH,12,48
3,3247,Produto CI,6,99
3,3248,Produto CJ,24,650
3,3249,Produto CK,12,72
3,3250,Produto CL,48,50
3,3251,Produto CM,12,10
3,3252,Produto CN,6,8
3,3253,Produto CO,24,9
3,3254,Produto CP,12,12
3,3255,Produto CQ,48,24
3,3256,Produto CR,12,36
3,3257,Produto CS,6,48
3,3258,Produto CT,24,99
3,3259,Produto CU,12,50
3,3260,Produto CV,48,100
3,3261,Produto CH,12,150
3,3262,Produto CI,6,111
3,3263,Produto CJ,24,223
3,3264,Produto CK,12,333
3,3265,Produto CL,48,665
3,3266,Produto CM,12,540
4,3267,Produto CN,6,200
4,3268,Produto CO,24,250
4,3269,Produto CP,12,35
4,3270,Produto CQ,48,65
4,3271,Produto CR,12,88
4,3272,Produto CS,6,99
4,3273,Produto CT,24,105
4,3274,Produto CU,12,150
4,3275,Produto CV,48,250
4,3276,Produto AH,12,42
4,3277,Produto AI,48,56
4,3278,Produto AJ,12,99
4,3279,Produto AK,6,88
4,3280,Produto AL,24,77
4,3281,Produto AM,12,60
4,3282,Produto AN,48,320
4,3283,Produto AO,12,15
4,3284,Produto AP,6,48
4,3285,Produto AQ,24,99
4,3286,Produto AR,12,650
4,3287,Produto AS,48,72
4,3288,Produto AT,12,50
4,3289,Produto AU,6,10
4,3290,Produto AV,24,8
4,3291,Produto AW,12,9
4,3292,Produto AX,48,12
4,3293,Produto AY,12,24
4,3294,Produto AZ,6,36
4,3295,Produto BA,24,48
4,3296,Produto BB,12,99
4,3297,Produto BC,48,50
4,3298,Produto A,12,100
4,3299,Produto B,24,150
4,3300,Produto C,6,111
4,3301,Produto D,48,223
4,3302,Produto E,12,333
4,3303,Produto F,24,665
4,3304,Produto G,6,540
1,3305,Produto H,12,200
1,3306,Produto I,24,250
1,3307,Produto J,48,35
1,3308,Produto K,12,65
1,3309,Produto L,6,88
1,3310,Produto M,24,99
1,3311,Produto N,12,105
1,3312,Produto O,48,150
1,3313,Produto P,12,250
1,3314,Produto Q,6,42
1,3315,Produto R,24,56
1,3316,Produto S,12,99
1,3317,Produto T,48,88
1,3318,Produto U,12,77
1,3319,Produto V,6,60
1,3320,Produto W,24,320
1,3321,Produto X,12,15
1,3322,Produto Y,48,48
1,3323,Produto Z,12,99
1,3324,Produto AA,6,650
2,3325,Produto AB,24,72
2,3326,Produto AC,12,50
2,3327,Produto AD,48,10
2,3328,Produto AE,12,8
2,3329,Produto AF,6,9
2,3330,Produto AG,24,12
2,3331,Produto AH,12,24
2,3332,Produto AI,48,36
2,3333,Produto AJ,12,48
2,3334,Produto AK,6,99
2,3335,Produto AL,24,50
2,3336,Produto AM,12,100
2,3337,Produto AN,48,150
2,3338,Produto AO,12,111
2,3339,Produto AP,6,223
2,3340,Produto AQ,24,333
2,3341,Produto AR,12,665
2,3342,Produto AS,48,540
2,3343,Produto AT,12,200
2,3344,Produto AU,6,250
2,3345,Produto AV,24,35
2,3346,Produto AW,12,65
2,3347,Produto AX,48,88
3,3348,Produto AY,12,99
3,3349,Produto AZ,6,105
3,3350,Produto BA,24,150
3,3351,Produto BB,12,250
3,3352,Produto BC,48,42
3,3353,Produto BD,12,56
3,3354,Produto BE,6,99
3,3355,Produto BF,24,88
3,3356,Produto BG,12,77
3,3357,Produto BH,48,60
3,3358,Produto BI,12,320
3,3359,Produto BJ,6,15
3,3360,Produto BK,24,48
3,3361,Produto BL,12,99
3,3362,Produto BM,48,650
3,3363,Produto BN,12,72
3,3364,Produto BO,6,50
3,3365,Produto BP,24,10
3,3366,Produto BQ,12,8
3,3367,Produto BR,48,9
3,3368,Produto BS,12,12
3,3369,Produto BT,6,24
3,3370,Produto BU,24,36
3,3371,Produto BV,12,48
3,3372,Produto BW,48,99
3,3373,Produto BX,12,50
3,3374,Produto BY,6,100
3,3375,Produto BZ,24,150
3,3376,Produto CA,12,111
3,3377,Produto CB,48,223
3,3378,Produto CC,12,333
3,3379,Produto CD,6,665
3,3380,Produto CE,24,540
3,3381,Produto CF,12,200
3,3382,Produto CG,48,250
3,3383,Produto CH,12,35
3,3384,Produto CI,6,65
4,3385,Produto CJ,24,88
4,3386,Produto CK,12,99
4,3387,Produto CL,48,105
4,3388,Produto CM,12,150
4,3389,Produto CN,6,250
4,3390,Produto CO,24,42
4,3391,Produto CP,12,56
4,3392,Produto CQ,48,99
4,3393,Produto CR,12,88
4,3394,Produto CS,6,77
4,3395,Produto CT,24,60
4,3396,Produto CU,12,320
4,3397,Produto CV,48,15
4,3398,Produto A,12,48
4,3399,Produto B,24,99
4,3400,Produto C,6,650
4,3401,Produto D,48,72
4,3402,Produto E,12,50
4,3403,Produto F,24,10
4,3404,Produto G,6,8
4,3405,Produto H,12,9
4,3406,Produto I,24,12
4,3407,Produto J,48,24
4,3408,Produto K,12,36
4,3409,Produto L,6,48
4,3410,Produto M,24,99
4,3411,Produto N,12,50
4,3412,Produto O,48,100
4,3413,Produto P,12,150
4,3414,Produto Q,6,111
4,3415,Produto R,24,223
4,3416,Produto S,12,333
4,3417,Produto T,48,665
4,3418,Produto U,12,540
4,3419,Produto V,6,200
4,3420,Produto W,24,250
4,3421,Produto X,12,35
4,3422,Produto Y,48,65
1,3423,Produto Z,12,88
1,3424,Produto AA,6,99
1,3425,Produto AB,24,105
1,3426,Produto AC,12,150
1,3427,Produto AD,48,250
1,3428,Produto AE,12,42
1,3429,Produto AF,6,56
1,3430,Produto AG,24,99
1,3431,Produto AH,12,88
1,3432,Produto AI,48,77
1,3433,Produto AJ,12,60
1,3434,Produto AK,6,320
1,3435,Produto AL,24,15
1,3436,Produto AM,12,48
1,3437,Produto AN,48,99
1,3438,Produto AO,12,650
1,3439,Produto AP,6,72
1,3440,Produto AQ,24,50
1,3441,Produto AR,12,10
1,3442,Produto AS,48,8
2,3443,Produto AT,12,9
2,3444,Produto AU,6,12
2,3445,Produto AV,24,24
2,3446,Produto AW,12,36
2,3447,Produto AX,48,48
2,3448,Produto AY,12,99
2,3449,Produto AZ,6,50
2,3450,Produto BA,24,100
2,3451,Produto BB,12,150
2,3452,Produto BC,48,111
2,3453,Produto BD,12,223
2,3454,Produto BE,6,333
2,3455,Produto BF,24,665
2,3456,Produto BG,12,540
2,3457,Produto BH,48,200
2,3458,Produto BI,12,250
2,3459,Produto BJ,6,35
2,3460,Produto BK,24,65
2,3461,Produto BL,12,88
2,3462,Produto BM,48,99
2,3463,Produto BN,12,105
2,3464,Produto BO,6,150
2,3465,Produto BP,24,250
3,3466,Produto BQ,12,42
3,3467,Produto BR,48,56
3,3468,Produto BS,12,99
3,3469,Produto BT,6,88
3,3470,Produto BU,24,77
3,3471,Produto BV,12,60
3,3472,Produto BW,48,320
3,3473,Produto BX,12,15
3,3474,Produto BY,6,48
3,3475,Produto BZ,24,99
3,3476,Produto CA,12,650
3,3477,Produto CB,48,72
3,3478,Produto CC,12,50
3,3479,Produto CD,6,10
3,3480,Produto CE,24,8
3,3481,Produto CF,12,9
3,3482,Produto CG,48,12
3,3483,Produto CH,12,24
3,3484,Produto CI,6,36
3,3485,Produto CJ,24,48
3,3486,Produto CK,12,99
3,3487,Produto CL,48,50
3,3488,Produto CM,12,100
3,3489,Produto CN,6,150
3,3490,Produto CO,24,111
3,3491,Produto CP,12,223
3,3492,Produto CQ,48,333
3,3493,Produto CR,12,665
3,3494,Produto CS,6,540
3,3495,Produto CT,24,200
3,3496,Produto CU,12,250
3,3497,Produto CV,48,35
3,3498,Produto CH,12,65
3,3499,Produto CI,6,88
3,3500,Produto CJ,24,99
3,3501,Produto CK,12,105
3,3502,Produto CL,48,150
4,3503,Produto CM,12,250
4,3504,Produto CN,6,42
4,3505,Produto CO,24,56
4,3506,Produto CP,12,99
4,3507,Produto CQ,48,88
4,3508,Produto CR,12,77
4,3509,Produto CS,6,60
4,3510,Produto CT,24,320
4,3511,Produto CU,12,15
4,3512,Produto CV,48,48
4,3513,Produto AH,12,99
4,3514,Produto AI,48,650
4,3515,Produto AJ,12,72
4,3516,Produto AK,6,50
4,3517,Produto AL,24,10
4,3518,Produto AM,12,8
4,3519,Produto AN,48,9
4,3520,Produto AO,12,12
4,3521,Produto AP,6,24
4,3522,Produto AQ,24,36
4,3523,Produto AR,12,48
4,3524,Produto AS,48,99
4,3525,Produto AT,12,50
4,3526,Produto AU,6,100
4,3527,Produto AV,24,150
4,3528,Produto AW,12,111
4,3529,Produto AX,48,223
4,3530,Produto AY,12,333
4,3531,Produto AZ,6,665
4,3532,Produto BA,24,540
4,3533,Produto BB,12,200
4,3534,Produto BC,48,250
4,3535,Produto A,12,35
4,3536,Produto B,24,65
4,3537,Produto C,6,88
4,3538,Produto D,48,99
4,3539,Produto E,12,105
4,3540,Produto F,24,150
1,3541,Produto G,6,250
1,3542,Produto H,12,42
1,3543,Produto I,24,56
1,3544,Produto J,48,99
1,3545,Produto K,12,88
1,3546,Produto L,6,77
1,3547,Produto M,24,60
1,3548,Produto N,12,320
1,3549,Produto O,48,15
1,3550,Produto P,12,48
1,3551,Produto Q,6,99
1,3552,Produto R,24,650
1,3553,Produto S,12,72
1,3554,Produto T,48,50
1,3555,Produto U,12,10
1,3556,Produto V,6,8
1,3557,Produto W,24,9
1,3558,Produto X,12,12
1,3559,Produto Y,48,24
1,3560,Produto Z,12,36
2,3561,Produto AA,6,48
2,3562,Produto AB,24,99
2,3563,Produto AC,12,50
2,3564,Produto AD,48,100
2,3565,Produto AE,12,150
2,3566,Produto AF,6,111
2,3567,Produto AG,24,223
2,3568,Produto AH,12,333
2,3569,Produto AI,48,665
2,3570,Produto AJ,12,540
2,3571,Produto AK,6,200
2,3572,Produto AL,24,250
2,3573,Produto AM,12,35
2,3574,Produto AN,48,65
2,3575,Produto AO,12,88
2,3576,Produto AP,6,99
2,3577,Produto AQ,24,105
2,3578,Produto AR,12,150
2,3579,Produto AS,48,250
2,3580,Produto AT,12,42
2,3581,Produto AU,6,56
2,3582,Produto AV,24,99
2,3583,Produto AW,12,88
3,3584,Produto AX,48,77
3,3585,Produto AY,12,60
3,3586,Produto AZ,6,320
3,3587,Produto BA,24,15
3,3588,Produto BB,12,48
3,3589,Produto BC,48,99
3,3590,Produto BD,12,650
3,3591,Produto BE,6,72
3,3592,Produto BF,24,50
3,3593,Produto BG,12,10
3,3594,Produto BH,48,8
3,3595,Produto BI,12,9
3,3596,Produto BJ,6,12
3,3597,Produto BK,24,24
3,3598,Produto BL,12,36
3,3599,Produto BM,48,48
3,3600,Produto BN,12,99
3,3601,Produto BO,6,50
3,3602,Produto BP,24,100
3,3603,Produto BQ,12,150
3,3604,Produto BR,48,111
3,3605,Produto BS,12,223
3,3606,Produto BT,6,333
3,3607,Produto BU,24,665
3,3608,Produto BV,12,540
3,3609,Produto BW,48,200
3,3610,Produto BX,12,250
3,3611,Produto BY,6,35
3,3612,Produto BZ,24,65
3,3613,Produto CA,12,88
3,3614,Produto CB,48,99
3,3615,Produto CC,12,105
3,3616,Produto CD,6,150
3,3617,Produto CE,24,250
3,3618,Produto CF,12,42
3,3619,Produto CG,48,56
3,3620,Produto CH,12,99
4,3621,Produto CI,6,88
4,3622,Produto CJ,24,77
4,3623,Produto CK,12,60
4,3624,Produto CL,48,320
4,3625,Produto CM,12,15
4,3626,Produto CN,6,48
4,3627,Produto CO,24,99
4,3628,Produto CP,12,650
4,3629,Produto CQ,48,72
4,3630,Produto CR,12,50
4,3631,Produto CS,6,10
4,3632,Produto CT,24,8
4,3633,Produto CU,12,9
4,3634,Produto CV,48,12
4,3635,Produto A,12,24
4,3636,Produto B,24,36
4,3637,Produto C,6,48
4,3638,Produto D,48,99
4,3639,Produto E,12,50
4,3640,Produto F,24,100
4,3641,Produto G,6,150
4,3642,Produto H,12,111
4,3643,Produto I,24,223
4,3644,Produto J,48,333
4,3645,Produto K,12,665
4,3646,Produto L,6,540
4,3647,Produto M,24,200
4,3648,Produto N,12,250
4,3649,Produto O,48,35
4,3650,Produto P,12,65
4,3651,Produto Q,6,88
4,3652,Produto R,24,99
4,3653,Produto S,12,105
4,3654,Produto T,48,150
4,3655,Produto U,12,250
4,3656,Produto V,6,42
4,3657,Produto W,24,56
4,3658,Produto X,12,99
1,3659,Produto Y,48,88
1,3660,Produto Z,12,77
1,3661,Produto AA,6,60
1,3662,Produto AB,24,320
1,3663,Produto AC,12,15
1,3664,Produto AD,48,48
1,3665,Produto AE,12,99
1,3666,Produto AF,6,650
1,3667,Produto AG,24,72
1,3668,Produto AH,12,50
1,3669,Produto AI,48,10
1,3670,Produto AJ,12,8
1,3671,Produto AK,6,9
1,3672,Produto AL,24,12
1,3673,Produto AM,12,24
1,3674,Produto AN,48,36
1,3675,Produto AO,12,48
1,3676,Produto AP,6,99
1,3677,Produto AQ,24,50
1,3678,Produto AR,12,100
2,3679,Produto AS,48,150
2,3680,Produto AT,12,111
2,3681,Produto AU,6,223
2,3682,Produto AV,24,333
2,3683,Produto AW,12,665
2,3684,Produto AX,48,540
2,3685,Produto AY,12,200
2,3686,Produto AZ,6,250
2,3687,Produto BA,24,35
2,3688,Produto BB,12,65
2,3689,Produto BC,48,88
2,3690,Produto BD,12,99
2,3691,Produto BE,6,105
2,3692,Produto BF,24,150
2,3693,Produto BG,12,250
2,3694,Produto BH,48,42
2,3695,Produto BI,12,56
2,3696,Produto BJ,6,99
2,3697,Produto BK,24,88
2,3698,Produto BL,12,77
2,3699,Produto BM,48,60
2,3700,Produto BN,12,320
2,3701,Produto BO,6,15
3,3702,Produto BP,24,48
3,3703,Produto BQ,12,99
3,3704,Produto BR,48,650
3,3705,Produto BS,12,72
3,3706,Produto BT,6,50
3,3707,Produto BU,24,10
3,3708,Produto BV,12,8
3,3709,Produto BW,48,9
3,3710,Produto BX,12,12
3,3711,Produto BY,6,24
3,3712,Produto BZ,24,36
3,3713,Produto CA,12,48
3,3714,Produto CB,48,99
3,3715,Produto CC,12,50
3,3716,Produto CD,6,100
3,3717,Produto CE,24,150
3,3718,Produto CF,12,111
3,3719,Produto CG,48,223
3,3720,Produto CH,12,333
3,3721,Produto CI,6,665
3,3722,Produto CJ,24,540
3,3723,Produto CK,12,200
3,3724,Produto CL,48,250
3,3725,Produto CM,12,35
3,3726,Produto CN,6,65
3,3727,Produto CO,24,88
3,3728,Produto CP,12,99
3,3729,Produto CQ,48,105
3,3730,Produto CR,12,150
3,3731,Produto CS,6,250
3,3732,Produto CT,24,42
3,3733,Produto CU,12,56
3,3734,Produto CV,48,99
3,3735,Produto CH,12,88
3,3736,Produto CI,6,77
3,3737,Produto CJ,24,60
3,3738,Produto CK,12,320
4,3739,Produto CL,48,15
4,3740,Produto CM,12,48
4,3741,Produto CN,6,99
4,3742,Produto CO,24,650
4,3743,Produto CP,12,72
4,3744,Produto CQ,48,50
4,3745,Produto CR,12,10
4,3746,Produto CS,6,8
4,3747,Produto CT,24,9
4,3748,Produto CU,12,12
4,3749,Produto CV,48,24
4,3750,Produto AH,12,36
4,3751,Produto AI,48,48
4,3752,Produto AJ,12,99
4,3753,Produto AK,6,50
4,3754,Produto AL,24,100
4,3755,Produto AM,12,150
4,3756,Produto AN,48,111
4,3757,Produto AO,12,223
4,3758,Produto AP,6,333
4,3759,Produto AQ,24,665
4,3760,Produto AR,12,540
4,3761,Produto AS,48,200
4,3762,Produto AT,12,250
4,3763,Produto AU,6,35
4,3764,Produto AV,24,65
4,3765,Produto AW,12,88
4,3766,Produto AX,48,99
4,3767,Produto AY,12,105
4,3768,Produto AZ,6,150
4,3769,Produto BA,24,250
4,3770,Produto BB,12,42
4,3771,Produto BC,48,56
4,3772,Produto D,48,99
4,3773,Produto E,12,88
4,3774,Produto F,24,77
4,3775,Produto G,6,60
4,3776,Produto H,12,320
1,3777,Produto I,24,15
1,3778,Produto J,48,48
1,3779,Produto K,12,99
1,3780,Produto L,6,650
1,3781,Produto M,24,72
1,3782,Produto N,12,50
1,3783,Produto O,48,10
1,3784,Produto P,12,8
1,3785,Produto Q,6,9
1,3786,Produto R,24,12
1,3787,Produto S,12,24
1,3788,Produto T,48,36
1,3789,Produto U,12,48
1,3790,Produto V,6,99
1,3791,Produto W,24,50
1,3792,Produto X,12,100
1,3793,Produto Y,48,150
1,3794,Produto Z,12,111
1,3795,Produto AA,6,223
1,3796,Produto AB,24,333
2,3797,Produto AC,12,665
2,3798,Produto AD,48,540
2,3799,Produto AE,12,200
2,3800,Produto AF,6,250
2,3801,Produto AG,24,35
2,3802,Produto AH,12,65
2,3803,Produto AI,48,88
2,3804,Produto AJ,12,99
2,3805,Produto AK,6,105
2,3806,Produto AL,24,150
2,3807,Produto AM,12,250
2,3808,Produto AN,48,42
2,3809,Produto AO,12,56
2,3810,Produto AP,6,99
2,3811,Produto AQ,24,88
2,3812,Produto AR,12,77
2,3813,Produto AS,48,60
2,3814,Produto AT,12,320
2,3815,Produto AU,6,15
2,3816,Produto AV,24,48
2,3817,Produto AW,12,99
2,3818,Produto AX,48,650
2,3819,Produto D,48,72
3,3820,Produto E,12,50
3,3821,Produto F,24,10
3,3822,Produto G,6,8
3,3823,Produto H,12,9
3,3824,Produto I,24,12
3,3825,Produto J,48,24
3,3826,Produto K,12,36
3,3827,Produto L,6,48
3,3828,Produto M,24,99
3,3829,Produto N,12,50
3,3830,Produto O,48,100
3,3831,Produto P,12,150
3,3832,Produto Q,6,111
3,3833,Produto R,24,223
3,3834,Produto S,12,333
3,3835,Produto T,48,665
3,3836,Produto U,12,540
3,3837,Produto V,6,200
3,3838,Produto W,24,250
